Gene	Count
NEK1	10
PIWIL1	13
PEX2	5
ZNF606	9
DPH5	5
FADS1	1
SLC43A1	8
SSX7	0
VANGL2	7
CRLF3	5
YIF1A	5
OR2D3	5
SYT2	6
MSL2	8
MYBPC2	11
DSP	37
ZC3H18	14
HLA-C	2
RP11-385D13.1,CDRT1	0
OR2V2	0
CIT	8
HOMER2	3
C15orf59	3
DPP9	6
RORB	5
PIN1	1
CTD-2287O16.3,ARL14EPL	0
PPIA	0
HPR	0
PGLYRP2	7
CLDN23	5
OR1S1	2
CTD-3222D19.2,MED26	8
TNFRSF6B	4
SALL1	26
COL25A1	24
TBPL1	0
ANO2	12
MAN1A1	9
ATHL1	15
FAM174B	1
CDCA8	4
RABGAP1	7
DLL1	11
LRRC8E,AC010336.1	0
COL6A2	31
TMBIM6	6
IMMP2L	3
ARHGAP8	0
PDIA4	2
PSG3	2
RBM38	3
NACA2	1
MVK	5
ESX1	0
MCF2	0
ESRRA	7
GAS2L1	6
MAST4	37
GCHFR	1
WIF1	5
ACYP1	1
AHCTF1	13
TTC40	26
MRPL11	5
CD163L1	16
FRG1B	0
CNOT10	2
EMC9	2
HSD17B13	3
PMPCB	1
BCOR	0
SLC5A11	6
SLC22A13	11
AC006435.1	1
TMEM80	4
KIAA1147	10
LUZP2	0
OR6K2	0
SEPT3	1
CNTD2	2
AJUBA	4
ERCC6L2	8
ZFYVE1	10
GATC,AL021546.6	1
PIAS4	9
LGI1	1
IGLV7-43	0
TMEM258	0
PROB1	2
POMT1	5
WDR70	6
ISM1	4
ADNP	11
SIPA1L3	26
MAPT	17
FAM71E2	1
SAMD9	12
DCTN3	0
CTSG	4
CDK4	2
CTD-2192J16.22,MAN2B1	3
SCAMP3	0
RNF126	4
HNRNPA1L2	5
TRAF7	7
CCDC18	7
NSDHL	0
SPANXD	0
LRRC53	1
TACC2	41
HESX1	1
CYGB	2
C11orf74	0
GRM3	18
RGL2	9
SYT10	6
IQCK	1
DVL1	16
VWC2L	5
PRKAR1B	5
TRIM48	3
LOH12CR1	2
NAMPT	0
EPPIN-WFDC6,EPPIN,WFDC6	0
TVP23B	0
COQ9	5
FKBP2	2
MAGIX	0
MPND	2
FUT3	1
FAM115C	0
ZBED6CL	4
C19orf33,CTB-102L5.4	4
CPOX	8
RANBP6	10
RP11-770J1.5	2
NBPF6	0
XXbac-BPG32J3.20,LY6G6E	0
SBSN	18
IRF3	9
FAM102A	10
ALDH2	5
SHARPIN	2
PTPRU	21
TRAV3	1
C15orf43	1
DNTT	1
CERK	6
KLHL34	0
TUFT1	3
RP11-514O12.4,RNASET2	0
CDK5RAP1	3
MCCC2	5
IGKV4-1	0
NCKAP1	1
ECE1	6
BRCA2	16
ZNF717	0
ZNF205	13
CNDP2	9
NHSL2	0
CHIC1	0
DHX57	22
MALT1	6
HVCN1	2
ZYX	6
OR6J1	1
C5orf45	5
RABAC1	2
OR56B1	5
OPRL1	3
PET117	0
SF3B5	1
AP003041.2	0
CWC25	5
OR2L5	0
ABHD17B	4
MZT1	0
ID4	2
PAX7	11
ATF6	5
ZDHHC11	1
NUP98	17
FGFR1OP2	0
SRRM4	3
CREBBP	30
EXT1	5
CA9	4
PFN3	4
TEX40	2
GRID2IP	6
CDRT1	2
OR11G2	4
FUT5	3
RPP38	0
LRP1	68
ZFY	0
AZI2	4
GM2A	1
PRR15	1
TIGD2	4
ABI2	4
CTHRC1	4
PRKAR2A	2
ARL6IP4	4
BHLHA15	5
PPP1R10	23
CHTF8	6
ATF2	1
TBC1D4	9
ZNF816	0
NLGN3	0
OR6F1	2
APOA1BP	7
COQ2	3
RGS9	2
TSPAN6	0
MCHR1	11
KRTAP19-3	8
OPN1MW	0
UTP15	4
MAP1B	19
WDR20	4
FAM104A	2
RP5-1021I20.4,PTGR2	5
ALG3	7
TRGV1	2
WNT8B	5
HOXA4	1
RNASEH1,RP13-512J5.1	0
EPHX3	5
LANCL2	5
ACTL10	4
AL035406.1	0
HSPA9	6
MICA	1
IFT80,RP11-432B6.3	0
ZNF513	25
IPO4	9
FLII	11
COL9A3	40
ZIM2,PEG3	0
ARHGEF1	11
TMED3	6
SLC34A2	12
ST3GAL3	4
VAT1	5
CSDE1	9
TFAP2B	5
CXorf66	0
OR4P4	1
TXLNG	0
TCF20	35
TMOD2	2
ZNF780A	6
COL8A2	45
ARIH2OS	1
F2R	2
JSRP1	6
UNG	4
MTPAP	2
DNAJB6	7
ECH1,AC104534.3	2
CD300LD	1
LURAP1	6
EDDM3A	2
CCNYL1	0
CPZ	17
FAM228A	0
C19orf71	2
TYW1	9
KLHL2	4
MRPS27	4
RP11-171N4.2	0
OR2K2	2
OR2A1	0
FAM19A2	0
DPYSL5	5
NAAA	3
AK3	3
POLG2	8
ITPR2	15
PRKCH	7
MPI	2
PANX3	2
FAM86B2	0
ANGPTL5	1
F2RL1	2
PLK4	5
GAS1	3
TAS1R1	9
SMIM6	0
ULBP1	4
CTNND1	7
RP11-297N6.4	0
NPPC	4
TTLL3,ARPC4-TTLL3	1
NAPA	2
MBD4	3
PLCB2	9
ANKRD33	1
ZNF572	1
TSPAN7,TM4SF2	0
DHTKD1	16
SRSF9	3
ESR2	8
GABRP	3
PKP3	8
SAMD13	1
AC002398.9,PSENEN	1
ACBD3	3
MYH2	10
RFXANK	5
OR52E6	5
ANKRD42	5
SLC35G3	6
CHURC1	0
PIGQ	13
AP005482.1	1
SPRY3	0
XPR1	3
AMPD2	8
IL26	1
RAB11FIP3	8
AP4B1	5
ALB	3
TRA2A	9
PID1	1
WNT8A	5
LEF1	7
GON4L	18
ACTR3B	2
KIAA1958	6
NFKB1	10
ELSPBP1	2
KCNMB1	1
ZNF277	4
CSTF2T	13
PRDM9	10
RSPH10B2	3
CAPS2	2
LMOD3	1
TRAPPC2	0
C17orf70	13
CCL13	1
ACSF3	11
CLNS1A	0
G6PD	0
DCAF8	4
MYOC	5
MSLNL	20
TMEM180	8
BSCL2	3
ABHD4	4
TMED7-TICAM2,TICAM2	2
GALP	2
TSSC4	9
APOBEC1	0
UNCX	4
CER1	1
C22orf39	2
COX20	1
NPAS4	12
VPS37A	1
RBAK-RBAKDN,RBAK	0
NUSAP1	4
DEFB116	0
IGKV3D-20	0
C4orf21	9
TRIM25	5
HLTF	6
PDGFD	2
NREP	2
SLC29A2	7
C1orf170	0
UMOD	14
AUH	3
SLC7A8	6
PROSER2	6
DNER	10
CYP2U1	4
RTL1	11
MTNR1A	1
WDR5B	4
TRPS1	15
TLR8	0
PCDH12	12
TLR4	6
ELL	4
SCGN	1
PYDC2	0
SERINC3	5
C16orf98	2
FIGNL1	7
MYOT	4
AK9	6
CECR5	5
ABCG5	8
ARHGEF26	11
GFPT2	10
ADRB1	3
TMC8	8
CCDC125	3
ERCC6L	0
METTL4	3
RAB1A	4
PDLIM7	8
GSN	18
ANXA7	3
MOAP1	4
STK3	7
KIAA1522	12
TBX4	5
PDE4DIP	20
CRCT1	4
PEX11G	6
TEX261	1
LEP	4
ACADVL	14
TRAV25	0
RAB8B	2
CYTL1	0
CELSR1	54
DIRAS1	3
LPAR5	2
ASAH2	2
RNF113B	3
JUN	3
FREM2	45
KIAA1407	6
TMEM123	1
CLDN16	6
DKFZP779J2370	0
TOM1L2	3
IMMP1L	4
G2E3	3
CST9L	2
MYOM2	23
ZUFSP	9
BATF2	3
UBR3	8
ADCY7	16
PIBF1	0
SRP72	9
OOSP1	1
HERC2	49
SULF1	7
NMT1	4
MYRFL	0
KCNA6	14
TP63	7
RPA2	4
FAU	1
WDR41	4
RASSF6	2
LHFPL5	3
FABP6	4
MAP2K2	12
NFS1	3
SEC14L3	7
TMEM219	2
TMEM14B	1
MRPS18C	1
TRAPPC2P1	1
GRIK4	6
CLK4	2
GAA	12
MTNR1B	4
Z98049.1	1
FCER1G	1
DPEP1	9
PSMA3	4
KRTDAP	1
PRAMEF1	0
POU2F1	2
TMED5	3
UNC13C	15
OR2AG2	3
ROBO3	26
CD200	4
DEFB129	1
SEP15	3
OR51Q1	2
LDLRAD4	4
TMPO	7
C17orf74	9
AQP2	4
HIST1H3F	0
AGPAT9	8
LASP1	5
CHST13	3
SELT	1
AC073343.1	1
TMEM27	0
ARF3,RP11-302B13.5	0
ATP5G1	3
EIF5B	8
PROSER1	9
FAM227A	2
SETD1A	26
MAP10	11
RPP14	2
CCNA1	6
PTPN18	7
TMEM167B	0
HIST1H3E	0
RPUSD4	2
SH3TC2	17
C11orf45	2
REG1A	3
BCL2	0
C2orf61	3
HLA-DOB,TAP2	3
FAM19A3	5
PLEKHB2	3
AFTPH	9
FOXJ3	1
CSMD3	67
OPN1SW	7
PIP4K2A	6
IL17B	2
TRAT1	1
CRYGS	4
C2	1
WNT5B	4
SESN2	6
CYP27B1	9
FAM192A	1
HPN	7
MYLPF	2
C14orf142	0
GZMB	5
APMAP	7
BIN2	3
WDR93	4
CLEC4F	3
HNRNPD	1
PACRG	2
TUSC2	1
HSP90B1	3
IRF9	1
RPA3	1
TATDN1	1
GPRIN3	13
SLC30A6	3
PSMD11	3
ARF5	1
HSPB2,HSPB2-C11orf52	0
SH3D19	5
SYNC	1
ASH1L	12
EVA1B	2
PLEKHA1	2
GORASP1	9
SH2B2	2
FAM159A	1
ZNF492	0
EPM2AIP1	1
GNG3	0
LEPRE1	4
FAM211A	5
PLA2R1	3
VAPB	0
PPP1CB	3
TNFSF9	2
FAM109A	8
ATP6V1E2	0
NBPF3	0
P2RX7	5
PLEKHM1	7
ZNF32	0
THAP5	0
MTG1	0
ALPPL2	9
ANKRD45	0
CORT,APITD1,APITD1-CORT	1
ABCA3	18
TIGIT	4
ALKBH2	3
DSN1	2
PTRHD1	3
C1orf131	1
PCDHGA4	0
RPL37A	1
CLN3	5
LDLR	12
IFI16	1
PHAX	6
CITED4	1
TRAJ59	0
CCDC59	5
GPX2	1
CDK17	1
TSEN54	2
TCL1B	1
KDELR1	2
AKR1A1	3
SPTBN5	3
TRAF5	2
C11orf24	5
KRT84	14
CRTAC1	20
AHDC1	35
SLCO1B1	3
HAVCR2	4
ITGB6	12
LIN28B	5
ZSCAN1	4
SLC23A2	9
COL7A1	94
CAST	2
SRI	3
NKPD1	8
STXBP1	5
LSM14A	6
ACTA2	0
OR2M7	0
SPINK6	1
ABCB4	13
ALG13	0
PAQR4	4
KIF27	4
DDX60L	11
SLC51B	0
MID2	0
BCO2,AP002884.3	0
AQP8	8
MYO5A	9
SPRN	5
C14orf180	1
ADPRM	2
GPM6B	0
RP9	1
TMEM9B	2
FLCN	8
MXRA8	0
IL32	1
RP11-729L2.2	0
OR3A2	2
TLR9,TWF2	2
HIST1H2BN	0
LIPH	2
TRAJ61	0
VAV1	8
ACAT1	4
TENM4	36
ZSCAN31	4
PARK7	1
CHAF1B	5
QRFPR	2
PKDREJ	14
SLC35G2	5
VSIG4	0
DOK2	6
PTER	5
SPRYD3	8
LUM	2
SUSD1	9
TMEM229B	5
CLPSL2	2
EIF1B	0
TSPAN17	5
CLEC2D	1
SYT17	5
CST8	1
PPP1R36	3
C1QTNF1	8
OXR1	6
FCGR2A	1
DPT	2
MRE11A	8
NPIPB8	0
RNF130	6
BAG6	13
FOXRED1	7
TIE1	16
TUSC1	1
UCK1	2
PAGE4	0
AMY2B	5
METTL11B	1
DAPL1	1
EFCAB9	1
C5orf51	1
SPN	0
FER	4
C4orf27	7
PGAP3	2
NDUFA10	2
RASD2	1
OR10J3	5
ARX	0
MGST3	1
MMAB	2
C1orf94	8
OLFM3	5
HHAT	10
TRAPPC4	6
EMG1	4
PRPF18	0
LLPH	0
RP11-1055B8.7,RP11-1055B8.6	0
ZNF552	2
AP1AR	2
NBPF12	0
FAM175B	2
CDK20	1
TTN	274
ARMC4	7
DAAM1	5
SUPT6H	19
WIPI1	2
DOCK7	9
MYL12A	0
AGL	13
ADC	9
ZNF747	6
SNX11	2
LAMB2	24
MAATS1	3
JMJD8	2
OR4C16	4
COG8,RP11-343C2.9	0
NTF4	4
STX12	4
RBBP7	0
LPHN2	13
ZC3H12A	3
RP11-595B24.2	0
ARR3	0
COPS7A	0
NYNRIN	31
ALCAM	2
REM2	4
ST6GALNAC6	5
DNAJC19	2
PPP1R7	5
DNAH10	40
SPTLC3	10
PRDM8	13
AGRN	60
FAM188B	7
NR5A2	7
SMAD2	4
KRTAP22-1	0
KIF4B	12
CHRNB4	2
CTD-3105H18.14	0
CHTOP	5
TRBV20OR9-2	2
SLAMF6	2
SLC39A9	2
NDP	0
ERVV-1	0
NVL	9
WWP2	9
NTN3	7
CHMP4A	3
DENND2D	6
SC5D	2
MTRR	7
DPY19L1	3
RUSC2	26
TSEN34	5
ROPN1L	2
XDH	26
POLD2	6
C4orf3	6
RAB40C	7
SNRPE	1
TH	9
CPNE3	5
CCDC103	4
AP1S1	1
RBFOX3	5
TRIM3	15
CLASRP	4
ZNF845	9
SCN7A	13
ARID3A	14
CIRH1A	3
NUDT4	2
GAL3ST2	3
FSD1	4
RP11-302M6.4,LRRC8C	1
CAMTA1	15
IKBKE	8
IFNE	3
ANKK1	7
PPP1R14D	1
PPT2-EGFL8,PPT2	3
CDKL2	4
CYP11B2	0
HECTD2	2
KIAA1549L	17
ZSCAN21	5
FOXD4L3	0
CD7	2
ADRM1	6
BFSP1	5
ZEB2	12
CTD-3105H18.16,ZNF799	1
FANCC	2
PDLIM2	2
IFT80	1
SDE2	8
SFT2D3	2
SPARC	0
LRRC69	0
SORT1	8
L3MBTL1	8
XRCC2	2
PIK3R3	4
IL2	0
KLF5	1
AP003062.1	0
GSDMB	5
SIM2	5
WNT10B	6
SYT15	3
ACER1	1
NEK3	5
CHST15	5
MTX2	1
ULBP2	0
TMEM38B	1
PCDHA5	4
SETD1B	15
NPM3	2
TMEM132B	9
MTFR2	2
MALSU1	3
RBM47	16
GPR3	3
TEKT3	0
PI4K2A,HOGA1	4
TMEM60	2
ORC5	0
SYCP1	2
ADCK3	5
CRYGC	3
U2AF2	11
TDRD10	7
SEPT12	7
ARVCF	15
FSD1L	1
ZNF99	0
SPG20	7
ATF3	1
FAM47B	0
BLVRB	4
ARID4B	11
MYL6	3
KRTAP21-2	2
OLIG1	2
TMEM192	2
CPNE7	16
CH25H	7
SACM1L	3
GAL3ST4	4
IGKV1-8	0
GHRH	0
SLC17A2	6
IFNA14	1
NELL2	7
SDHD	0
SP8	12
REG4	1
MYBPC1	9
OR7D2	4
HMHA1	25
TAAR1	3
SLC6A8	0
NME2,NME1-NME2	0
EVX1	10
NPB	0
OCM	0
CNNM2	14
PRSS53	6
ICAM4	2
PAN2	7
CELA1	5
SLC43A2	9
FCER1A	4
NAP1L4	3
MDS2	1
BMP5	2
GPAM	5
KLHL4	0
AIM1L	8
IFNG	1
FES	13
CLRN1	1
PDCD1LG2	2
F12	11
RP11-3B7.1	1
OR51S1	5
GPR114	7
DHX34	13
KRTCAP3	5
FUCA1	7
STEAP4	6
SULF2	10
CXorf30	0
RNF128	0
CACNA1S	14
VTI1A	1
NCAM2	15
STMND1	0
MCTP2	6
AZU1	8
KDM5B	12
FDFT1	8
TMEM87B	8
PF4V1	2
ADORA1	2
FGL2	3
GPATCH11	2
SGTB	0
ETV2	9
CRYBA1	3
FAM19A4	2
STARD13	14
KCNG3	7
VPS13A	20
TRAF3IP3	3
ZDHHC23	5
SLITRK4	0
KCTD18	7
LPO	5
OR5W2	1
SLC18A3	4
SUN3	6
TSPO	2
CDH17	9
GNGT1	2
CERS5	0
KIAA1429	10
ADAMTS20	18
MIS18BP1	6
PRKD3	7
OR5AC2	5
INMT-FAM188B	0
SPATA25	7
TRIM51	0
SYT9	6
CMTM1,CKLF-CMTM1	0
CITED1	0
ZNF485	5
EVX2	5
C7orf66	1
STON1,STON1-GTF2A1L	0
EPHX1	8
C1orf74	2
SHBG	6
YBEY	1
CPXM2	7
EXTL2	2
C1orf61	2
ANTXR2	4
TRIM44	4
GMNC	0
KRT14	11
AGAP5	0
PTEN	3
ICK	5
PPP3CC	2
RP11-368I7.4	2
FBXO31	5
WNK4	13
ZNF23	9
KIAA1161	9
TMCC3	2
IL27	4
SCN3B	2
CDCA3	5
TMEM135	6
ASXL2	12
GRAMD3	4
NRN1L	4
GRK5	6
PRSS38	6
CARS2	5
CCDC177	0
NABP1	0
ACVR2B	6
KRTAP9-3	0
KPNA4	2
NDST2	0
GPRASP2	0
MUC5AC	8
NKG7	6
GTF2B	2
NLRP2	10
MEFV	17
SNRPB	6
CECR2	18
RASA3	1
HIST1H2AI	0
TEX13A	0
BTN3A3	7
ZNF670	1
SLAMF8	2
ZNF420	3
C19orf45,CTD-2207O23.12	0
C20orf85	3
DDX23	5
TYK2	12
ZNF548	5
GDAP1	2
RP11-371E8.4,TMEM251	0
STK11	7
PSMC6	1
ZNF474	8
ARHGEF3	6
APLN	0
SLC25A15	2
CTC-260F20.3	0
SH2B1	14
NDNL2	8
CDC42EP2	6
IFT122	8
PTPRM	13
LMO2	5
DBX2	4
TREX2	0
EZH1	3
PLEKHH1	19
C7orf13	0
POP1	11
TAF10	2
CETN3	1
AC055736.1	0
TK1	1
APP	9
EP400NL	0
TCHP	1
CAMK2A	8
NFKBIL1	1
TRAJ49	0
SIGLEC1	29
NHP2L1	0
RIBC1	0
KIF18A	3
COL28A1	23
RP11-58C22.1,CNTNAP4	0
BAP1	9
CHMP2B	0
DUX4L4	0
TIPRL	2
STRN3	5
PLEKHG2	31
OR5AR1	0
CCNJ	0
ZNF3	3
MED15	3
CCNK	3
ZNF570	2
TSPAN9	4
FAM76A	1
DGKE	7
CLEC4D	3
C17orf53	8
STOML1	4
LYPD1	0
MRPL22	4
AC016251.1	0
CD70	3
EMP1	1
NXT2	0
FBN1	44
ERC1	8
KIAA1143	1
C11orf42	7
RBM14-RBM4,RBM4	0
MIPEP	11
BCHE	6
TTC39C	6
ZNF280A	5
MAP3K15	0
NFE2L2	2
SFI1	7
TNFAIP8L3	2
COL11A1	46
ZNF564	4
FADS6	4
NEDD8	0
PCDHA12	10
CYP2C8	4
STK31	3
CXCR6	2
STOML2	6
IKBKG	0
IDH2	13
NUTM2B	0
DNAJC25-GNG10,GNG10	0
FAM213A	5
MAPKBP1	8
PLXNB1	27
MPHOSPH6	0
SCOC	1
RNF11	1
TAF5	8
MRPL10	2
KCNE1	2
DDIT3	1
ERCC6-PGBD3,ERCC6	7
RUNX1T1	10
SORCS3	13
PADI1	10
HNRNPLL	6
LATS2	14
SLC17A6	8
TTBK2	13
SMIM3	0
SLC24A2	3
GUCY2D	19
DBP	5
UGGT2	12
MAOB	0
COASY	8
SLC35B4	5
POU4F3	6
IGHG2	0
SOCS4	0
MRPL36	3
BTBD18	1
DCT	3
ZNF280B	2
PTH2	1
DYRK4,RP11-500M8.7	1
C7orf49	1
ANKRD23	0
NIPBL	11
FLT3	4
RP11-307N16.6	0
GPRC5C	8
ATP2A2	11
PRKACA	3
ARHGAP1	0
TBC1D15	8
TLR6	2
ZNF559	5
GSTA4	0
USP50	1
ZNF699	3
TRIM32	5
ORC1	1
LYZL1	3
HDAC4	15
CTB-129P6.11	0
ZNF512B	14
KRTAP20-2	5
CENPB	16
SLC39A3,AC006538.4	2
C17orf98	3
MTRF1L	2
TMEM8A	13
PPIP5K1	1
REXO2	6
PHF13	2
CDH7	8
PPWD1	2
AL590708.2	1
OAT	3
MYO19	5
PFDN4	1
CPB1	1
UBQLN4	6
RP11-484M3.5,C3orf30	0
FAM154A	4
FOXR2	0
ANKRD55	0
ASUN	3
UBE2D1	1
LENG1	5
ZZZ3	6
FAM216A	1
GAB4	12
PLXNA1	24
PPP1R16A	6
CDRT4	1
KIAA1731	3
LHFP	4
SSH2	4
TP53INP2	2
DNAJC13	9
KAZALD1	7
SLC10A2	5
FRMD5	2
PARP12	7
PEF1	7
GGNBP1	0
ESPL1	23
DSCR8	0
SOX15	4
TRMT112	3
NUP210	22
ZNF365	5
GJA5	4
TCERG1L	3
C12orf65	0
HEXIM1	10
FARP2	7
TAMM41	2
RBM25	5
C10orf95	4
AC000003.2	0
OR6P1	2
ZNF484	0
LILRA2	4
CUL4B	0
OR4D1	1
APLP2	8
ASCL2	1
PCOLCE	7
SMURF1	11
SDF2L1	8
OR13G1	1
TTC37	11
GDF9	3
GTF2IRD2B	1
PTRH1	7
SYCP2	3
HIST1H2BO	1
CDC42EP1	8
VILL	16
AOAH	5
IL13	2
ATP4B	1
RARRES3	3
KRTAP5-8	2
TOP1	2
KLF10	2
THY1	0
TRAJ27	0
NR2C2	6
FGF2	4
DZIP1L	6
ACSM3	5
SH3GLB2	2
IGFBP4	2
NF2	1
ILF2	3
TMEM39B	6
RP4-576H24.4,SIRPD	0
KCTD2	5
UBA1	0
ILDR1	4
CSPG5	4
PON3	4
METTL15	4
LAMTOR2	3
MAN2C1	16
GALNS	9
YPEL4	2
PTDSS2	2
HOMER3	2
KCNQ1	15
FBXO41	19
EHF	4
MRPL30	0
ADCK4	5
PUS7L	4
TRIM64C	1
RHBDL1	9
RPA1	6
TBPL2	1
ABHD16A	7
LY75,CD302,LY75-CD302	0
C7orf31	4
FAM13B	3
TRAV26-2	0
DCAF4	5
BARX2	1
RP11-286N22.8	0
MINA	5
MTCH2	4
ANKS6	13
AC110781.3	1
PLEC	73
GPATCH8	11
DEFA6	0
GIMAP1	14
GDI1	0
ARL6IP5	1
TEN1	1
CALM1	2
TEX2	11
ZNF217	17
PSME1	3
TRIM59,RP11-432B6.3	2
RFX6	9
HPGDS	1
RMDN1	1
LGALS1	7
ALPP	0
F7	5
FOXD1	8
TTC14	3
C14orf23	2
INMT	1
ACTR1B	0
ADIPOQ	4
INTS5	19
NDUFS1	9
TMEM184A	13
PPAP2B	4
RPP25L	2
RDH10	1
TMEM251	0
DET1	5
AC132186.1	2
BLOC1S1,RP11-644F5.10	1
C8orf56	1
CALR3	6
GCK	10
APBA3	13
EXOSC4	5
IL2RA	1
PIGC	1
TAX1BP3	2
ITGB5	7
PSEN2	8
KIAA1456	11
TM6SF2	7
CCDC66	1
RAB38	1
ANKEF1	7
CD79A	4
ARHGEF16	5
ZNF573	6
SRL	11
EZH2	8
SAA1	2
MPPE1	2
BCL7A	2
CTDNEP1	2
RRN3	2
AC112693.2	0
SETD5	9
PCYOX1L	6
DEFB123	1
BTNL8	4
HHIP	9
GAPVD1	6
ANAPC7	2
OCM2	0
TRDMT1	1
NOL10	2
CCL18	1
KCNIP4	1
VSTM1	0
FOS	4
B4GALT3	3
YIPF7	3
ASIC5	10
ZSWIM8	23
TBC1D23	3
TMEM2	17
SOX18	4
TNRC6A	30
OR52E4	2
MEIS1	2
SLC17A4	7
WDR73	4
ANLN	6
TMEM97	0
TRIM13	3
SLC39A2	4
LEMD3	9
BRAT1	6
PRR3	2
XKR6	12
CAPS	3
SLC27A3	17
ITGAE	10
CLIC5	1
MATK	7
TP53BP1	12
PITX3	4
ZNF329	4
DAP3	4
CNOT1	19
SLC4A9	11
PPP1R2	3
SLC27A2	5
AC025278.1	0
ALG8	4
GABRG1	2
CCNI	2
GALNT18	9
LRRFIP2	2
MRPL12	0
GRIK5	11
GNE	4
RCVRN	2
STIL	3
CD80	1
PVRL1	3
BRSK1	0
KIDINS220	23
EIF5A2	1
PRKCB	11
DHRS7B	7
TNS1	26
SLC25A33	3
ZDHHC13	8
ZNF695	4
OR10A7	0
BCL11B	16
CCDC33	5
RDM1	1
DOK6	2
ODAM	4
AIF1	2
APOBEC3A	0
SNX32	7
CCDC12	3
FAM151A	7
PFN4	1
SMC5	5
BIN3	1
C17orf66	1
CHMP1A	0
TRAJ53	0
CGB2	0
FAM132A	8
CDC23	2
CFHR5	8
ZNF736	2
SLC25A13	12
TRAF3	6
IGFL1	0
RP13-672B3.2	1
C7orf76	0
CSH2	0
MAP3K8	8
CNGB1	22
DEFB4B	0
SKIV2L2	7
CHST3	5
DENND3	18
LRRC14	6
EXOC3L2	4
OR1I1	6
FAM210A	1
GPR78	9
MARCH8	3
TRBJ2-5	1
LHX1	5
SLC30A5	2
ALLC	4
FAM64A	4
CDC34	3
MIXL1	0
FBXO17	2
NDUFS8	1
FAM58A	0
LMF2	18
ABCB8	11
CISH	0
GTF3C2	5
BTNL2	4
CD8B	1
SKAP2	1
BPIFB3	7
FGF3	1
MAP3K5	9
PSMB7	3
MORC1	7
GTF2F2	2
GAN	7
SLC2A14	7
ANP32A	2
PDE7B	5
OR3A3	0
PGM2	3
RNF31	9
PPFIA3	10
TNS3	25
RPS18	1
NKX2-4	4
SYT12	4
ZC3H12B	0
TRIM10	5
NT5C	1
SHCBP1	5
CRYZ	10
NELFE	2
IFT172	17
APOBEC3C	0
ADAMTS12	28
AC007952.5	0
RFPL3	3
RP11-167N24.6	0
SLC30A2	7
TBL1X	0
ZNF487	0
NUP43	4
POTEC	4
PRAM1	8
PIANP	5
ASMTL	0
CENPK	1
FAM26D	2
PKD2L1	7
HECTD4	42
SLC12A2	14
LAMB1	24
ADM5	2
C4orf47	3
SEC61B	4
OR56A4	1
COL6A1	30
SVIL	21
CDYL	8
AC132216.1	1
CELF5	4
C16orf54	1
TMEM52	0
FCGR2B	1
CPNE8	4
ZNF620	5
AC040160.1	0
TMEM40	1
TMEM136	1
SETD6	6
PCED1A	8
C6orf58	1
KMT2B	37
LYZL2	2
NDUFA13	0
OR10H4	5
LALBA	3
SLC15A5	2
CGNL1	11
RAB11FIP5	8
HLA-DMA,XXbac-BPG181M17.5	0
MNX1	6
KCTD16	2
LCE3C	0
ABCG2	5
SNRPA	3
RPGRIP1L	8
FOLH1	2
CDC6	0
KLHL10	2
CREB3L1	7
FAM231D	1
UBE2E1	2
GRIN2A	18
KIN	2
PJA1	0
C20orf62	0
RXFP3	4
CTNNA3	7
IL36RN	0
ARL14EPL	0
CARF	6
CLINT1	6
FLT1	7
ARHGAP36	0
ADAMTS16	18
DMTN	0
PSMB11	5
KCND1	0
ZNF547,AC003002.4	0
OR6N2	4
NOD1	6
USP9Y	0
CCDC158	2
CCAR2	6
HAPLN2	6
SNRPD2	1
SMYD5	4
C2CD4A	0
ZFAND5	1
CDK2AP1	0
BIVM	0
C11orf40	3
TAL1	6
OBSCN	109
HIST1H2BC	0
TMEM45B	1
ARID3C	9
ZNF793	3
AWAT2	0
LRRC46	2
SLC45A1	15
RIPK3	6
NR1H4	8
SDR39U1	5
SLITRK5	16
FAM183B	1
DNTTIP1	1
GBP1	4
SLMAP	2
SSSCA1	0
GAST	0
MYL6B	2
MGAT5B	9
C8orf48	1
CCL27	1
FOSL1	1
RP11-514O12.4,RPS6KA2	0
RTEL1	0
FGF10	3
PRR23B	3
PRKAG1	2
ZNF521	11
TRGV8	0
TMEM95	2
P2RX5,P2RX5-TAX1BP3	7
DENND2C	3
PPM1H	11
FAM103A1	3
KIAA1683	13
CLDN2	0
NPFF	1
HFM1	10
CCDC93	6
IGHV3OR16-9	3
ITGB7	9
FAM153B	1
SLC10A5	2
RGAG1	0
ERVMER34-1	2
KRT5	33
FN3K	7
AC105020.1	0
DVL2	14
PIGM	4
TOR1B	6
LRRC31	3
NICN1	0
PHLDA1	5
BMP2	4
VSIG8	7
ZBTB6	1
OSTC	0
FLT3LG	1
APOBEC3B	0
PCDH18	12
CTC-534A2.2	0
SLC33A1	12
DEFB134	0
DDO	10
CNPY1	0
C1orf168	8
SYTL1	5
SMIM11	0
EFNA1	0
FCRL4	8
GRAMD1C	3
ZBTB16	11
ASB18	4
ZNF431	0
TXNRD1	8
ZFHX4	38
NKRF	0
ERN1	9
C21orf62	1
ZNF8,AC010642.1	0
ITGB3BP	2
ISL2	5
MCM5	7
ATPIF1	2
ZKSCAN8	10
YOD1	5
CHMP2A	2
ACTN2	5
PSMD1	6
CCK	8
CPNE1	6
MPLKIP	3
SIGLEC11	7
KLHDC7A	14
